movement_id,store_id,product_id,movement_datetime,movement_type,quantity_delta
32427,11,235,2024-06-18 13:07:46,sale,-2
32428,1,161,2025-06-24 01:51:46,sale,-2
32429,3,185,2024-02-26 22:18:16,sale,-2
32430,1,184,2025-06-13 18:02:39,inbound,20
32431,11,293,2024-06-12 23:53:53,inbound,29
32432,11,231,2024-09-24 18:16:16,sale,-3
32433,1,88,2024-11-02 06:16:52,sale,-3
32434,4,297,2025-03-21 08:10:27,sale,-3
32435,10,133,2025-01-11 02:19:55,sale,-5
32436,1,120,2025-01-11 22:16:47,inbound,24
32437,5,276,2025-07-30 13:07:05,sale,-5
32438,5,226,2024-01-15 15:39:57,return,1
32439,1,176,2025-02-25 17:40:02,inbound,38
32440,12,107,2024-04-15 04:24:30,sale,-5
32441,3,128,2024-01-14 08:46:34,sale,-4
32442,7,185,2024-10-18 17:23:46,sale,-5
32443,8,232,2025-06-07 18:57:50,sale,-2
32444,11,83,2025-05-27 15:11:39,sale,-3
32445,9,111,2024-02-27 07:20:01,inbound,40
32446,1,146,2025-03-03 00:02:48,inbound,29
32447,8,97,2024-09-20 18:49:33,sale,-4
32448,10,292,2024-02-22 06:42:32,inbound,43
32449,12,15,2025-05-13 18:53:48,sale,-2
32450,10,211,2025-01-20 12:43:48,adjustment,1
32451,3,279,2024-10-28 05:19:22,adjustment,1
32452,2,107,2024-10-16 06:01:52,sale,-2
32453,12,23,2024-10-17 15:01:11,adjustment,-3
32454,1,221,2024-12-08 19:33:11,sale,-3
32455,9,119,2024-09-07 17:17:53,sale,-5
32456,1,148,2024-10-14 09:03:55,inbound,17
32457,8,71,2025-03-28 14:39:18,sale,-1
32458,9,243,2024-08-23 19:14:15,sale,-1
32459,11,96,2024-05-15 07:30:37,return,3
32460,1,98,2025-02-08 08:51:46,inbound,41
32461,11,24,2024-01-30 07:39:31,inbound,36
32462,1,272,2025-03-16 11:21:23,inbound,22
32463,9,66,2024-05-24 09:54:57,adjustment,0
32464,10,73,2024-05-26 22:49:28,inbound,17
32465,10,240,2024-01-12 06:55:18,sale,-2
32466,5,17,2024-01-14 18:47:57,sale,-3
32467,1,122,2024-04-15 05:30:39,return,3
32468,12,245,2024-09-26 07:35:47,inbound,41
32469,3,207,2024-03-23 06:01:33,sale,-4
32470,7,63,2024-02-23 18:23:09,inbound,37
32471,12,132,2024-03-12 22:21:41,sale,-2
32472,3,297,2025-02-07 16:00:10,inbound,27
32473,12,256,2024-10-10 19:04:18,sale,-2
32474,11,65,2024-09-30 13:10:03,inbound,16
32475,2,215,2024-07-23 15:31:38,sale,-5
32476,9,217,2025-03-20 14:14:18,adjustment,3
32477,4,194,2025-02-20 07:25:18,sale,-1
32478,5,257,2024-11-17 16:21:13,adjustment,1
32479,10,54,2024-12-04 13:40:16,inbound,12
32480,1,82,2024-08-29 04:52:32,sale,-2
32481,7,289,2025-08-21 23:20:08,inbound,20
32482,9,227,2024-05-09 18:16:19,inbound,35
32483,8,211,2024-08-17 02:29:26,inbound,42
32484,11,80,2025-05-18 21:11:29,inbound,35
32485,7,145,2024-05-10 06:34:48,return,2
32486,6,216,2025-02-02 04:57:57,return,2
32487,7,199,2025-07-17 08:55:15,adjustment,-1
32488,4,261,2025-07-28 02:37:55,sale,-2
32489,6,168,2025-08-30 15:38:42,sale,-3
32490,4,65,2024-03-01 11:52:50,inbound,22
32491,9,273,2025-07-13 04:34:03,sale,-5
32492,8,166,2025-01-06 03:58:24,sale,-2
32493,11,85,2024-10-02 08:05:06,sale,-5
32494,12,221,2024-03-01 10:34:31,sale,-3
32495,1,190,2024-04-14 23:07:34,sale,-2
32496,9,249,2024-09-24 17:26:19,sale,-1
32497,3,128,2024-07-21 22:14:06,adjustment,2
32498,3,147,2025-06-24 12:29:32,adjustment,1
32499,8,95,2024-04-30 06:51:24,inbound,26
32500,11,279,2024-12-22 03:36:40,sale,-1
32501,10,204,2025-05-31 13:32:05,sale,-4
32502,8,235,2025-03-16 16:28:37,sale,-3
32503,3,165,2024-08-25 17:19:03,sale,-4
32504,6,132,2025-02-09 18:53:07,sale,-5
32505,12,257,2025-01-09 19:54:36,adjustment,3
32506,10,238,2025-03-31 23:16:08,inbound,30
32507,4,234,2024-08-13 01:53:05,return,3
32508,5,20,2024-05-30 14:08:28,inbound,11
32509,11,234,2024-03-24 19:40:58,sale,-2
32510,11,20,2025-02-08 10:33:28,return,3
32511,4,134,2025-01-17 06:41:55,sale,-3
32512,11,100,2025-04-29 20:00:02,sale,-4
32513,12,201,2024-12-18 19:41:34,sale,-5
32514,3,98,2025-03-10 15:14:54,sale,-5
32515,12,170,2024-11-08 13:54:23,sale,-1
32516,2,98,2024-09-20 22:14:52,inbound,15
32517,2,86,2024-08-02 20:04:46,sale,-1
32518,12,193,2025-04-13 20:09:01,return,2
32519,10,186,2025-03-25 08:45:41,sale,-3
32520,12,188,2024-04-09 08:56:40,sale,-1
32521,1,44,2024-08-09 02:29:57,sale,-3
32522,9,251,2024-08-12 18:39:53,inbound,24
32523,8,69,2024-08-24 02:07:14,inbound,38
32524,1,251,2024-11-19 06:20:48,inbound,21
32525,4,3,2024-09-25 21:05:16,sale,-5
32526,6,190,2025-03-04 00:22:12,sale,-4
32527,1,40,2024-07-28 08:47:52,sale,-5
32528,12,192,2025-04-15 09:11:14,inbound,16
32529,1,230,2025-07-22 15:14:06,adjustment,-1
32530,8,147,2025-06-29 00:27:04,sale,-5
32531,7,45,2024-09-14 23:28:45,inbound,23
32532,6,126,2024-12-28 19:04:45,adjustment,-2
32533,1,217,2025-08-04 08:34:38,sale,-4
32534,12,296,2024-06-21 06:00:59,sale,-1
32535,6,300,2024-08-02 00:26:31,inbound,32
32536,4,150,2025-02-15 15:03:05,sale,-1
32537,5,266,2025-07-29 03:54:37,sale,-4
32538,2,232,2025-03-01 19:25:34,sale,-1
32539,10,190,2024-10-30 13:13:44,sale,-3
32540,3,272,2025-02-02 02:57:59,inbound,27
32541,12,238,2024-01-26 14:22:10,sale,-4
32542,7,3,2025-05-28 12:02:47,inbound,10
32543,5,148,2024-06-06 06:53:03,adjustment,-2
32544,10,279,2025-03-06 15:22:49,return,2
32545,7,122,2025-04-24 17:37:57,inbound,43
32546,9,241,2024-08-11 10:23:22,sale,-1
32547,1,296,2024-10-13 06:17:14,inbound,35
32548,8,119,2024-10-16 03:58:06,sale,-1
32549,7,110,2024-06-18 08:36:05,return,3
32550,9,163,2025-04-10 19:43:10,return,2
32551,8,60,2025-08-16 01:14:43,adjustment,0
32552,7,238,2024-10-05 16:28:06,sale,-3
32553,12,25,2024-06-04 16:21:46,sale,-3
32554,3,176,2025-08-09 09:06:33,adjustment,2
32555,12,252,2024-08-09 02:05:46,inbound,12
32556,5,208,2025-05-08 12:35:40,sale,-2
32557,10,219,2024-06-07 19:35:54,sale,-4
32558,10,210,2025-05-10 01:57:13,sale,-2
32559,11,51,2024-06-24 03:01:43,sale,-2
32560,7,24,2024-10-23 06:56:03,sale,-4
32561,12,80,2024-09-17 08:32:45,sale,-5
32562,6,158,2024-03-29 02:17:22,inbound,24
32563,1,166,2025-01-25 08:26:49,sale,-1
32564,11,34,2024-04-12 17:28:54,adjustment,3
32565,5,138,2024-08-31 14:20:59,adjustment,-3
32566,1,299,2025-08-13 10:46:36,sale,-3
32567,4,12,2025-03-21 11:49:39,sale,-4
32568,6,102,2024-04-23 20:52:17,sale,-1
32569,10,4,2024-06-05 13:59:04,sale,-1
32570,10,65,2025-05-29 15:50:27,sale,-2
32571,3,72,2024-06-26 20:46:08,sale,-5
32572,8,22,2025-07-31 15:46:52,inbound,32
32573,7,151,2025-04-02 22:51:41,sale,-5
32574,6,140,2024-12-13 22:51:47,return,2
32575,10,110,2024-10-27 19:31:19,inbound,47
32576,7,129,2025-01-17 17:09:38,inbound,33
32577,9,62,2024-03-14 14:16:36,return,2
32578,9,262,2024-07-08 17:10:51,sale,-4
32579,3,115,2024-09-29 19:41:54,sale,-2
32580,4,23,2025-03-14 11:53:15,adjustment,3
32581,8,64,2024-02-02 03:47:22,sale,-2
32582,12,274,2024-07-08 09:35:01,inbound,42
32583,1,189,2025-06-30 03:33:21,return,1
32584,8,262,2024-01-04 08:58:06,sale,-5
32585,1,61,2025-07-19 15:00:58,inbound,41
32586,1,221,2024-09-18 08:06:43,inbound,19
32587,6,246,2025-07-30 01:54:17,sale,-1
32588,5,278,2025-01-07 01:40:30,sale,-4
32589,9,175,2025-01-19 04:44:18,inbound,14
32590,4,271,2024-04-17 02:44:32,inbound,9
32591,10,99,2024-05-04 19:13:46,return,1
32592,8,190,2025-04-19 06:26:23,adjustment,0
32593,5,96,2024-12-04 11:19:56,sale,-4
32594,7,259,2024-10-17 05:04:42,return,3
32595,9,252,2025-06-03 21:49:22,sale,-1
32596,1,285,2025-01-16 00:30:21,sale,-4
32597,4,129,2025-01-18 08:00:40,return,3
32598,3,146,2024-01-13 01:39:21,sale,-2
32599,7,12,2025-04-29 22:14:02,inbound,42
32600,2,143,2025-08-30 04:49:47,sale,-5
32601,12,274,2025-04-15 22:50:12,sale,-3
32602,5,26,2024-02-11 13:25:41,inbound,14
32603,9,157,2025-08-30 01:52:27,adjustment,0
32604,5,49,2025-03-23 14:18:53,return,1
32605,10,40,2024-04-01 00:36:49,inbound,11
32606,6,201,2025-06-20 18:59:02,sale,-4
32607,6,200,2024-11-20 01:26:33,return,2
32608,5,199,2024-09-08 04:30:46,sale,-2
32609,3,60,2024-08-20 15:06:19,sale,-1
32610,11,167,2024-07-14 08:10:42,inbound,41
32611,10,12,2024-01-12 00:08:10,adjustment,-3
32612,10,148,2025-04-14 05:50:33,sale,-3
32613,10,170,2025-08-21 23:59:13,inbound,17
32614,5,202,2024-03-09 11:12:18,return,1
32615,11,283,2024-09-23 17:22:20,return,2
32616,4,46,2025-06-01 10:00:31,sale,-5
32617,8,85,2024-08-26 15:44:16,inbound,40
32618,3,56,2024-11-22 05:24:47,inbound,38
32619,2,15,2024-11-07 10:04:25,sale,-2
32620,12,203,2024-08-03 23:10:59,inbound,30
32621,12,176,2025-08-20 02:30:20,sale,-5
32622,10,218,2025-01-25 04:33:30,sale,-5
32623,6,275,2024-03-07 07:23:42,sale,-5
32624,10,173,2024-02-29 22:47:12,inbound,18
32625,3,20,2024-09-30 23:24:08,sale,-1
32626,10,154,2025-08-05 05:27:23,inbound,50
32627,9,49,2025-06-04 13:15:46,inbound,15
32628,5,223,2024-11-13 19:06:09,sale,-4
32629,10,277,2024-03-15 23:21:59,adjustment,1
32630,11,96,2024-04-29 06:51:38,sale,-1
32631,9,240,2025-06-28 12:36:45,inbound,12
32632,7,137,2025-01-10 02:19:49,sale,-5
32633,7,109,2025-04-26 01:33:03,adjustment,2
32634,6,220,2024-01-14 01:43:23,sale,-2
32635,10,164,2025-04-13 20:24:23,sale,-3
32636,4,19,2025-02-05 17:24:39,adjustment,3
32637,4,156,2024-08-15 06:05:18,inbound,47
32638,11,265,2024-06-27 22:19:52,sale,-5
32639,5,105,2024-01-29 16:14:21,sale,-4
32640,3,151,2024-03-06 19:08:51,sale,-3
32641,10,106,2024-03-10 14:38:05,inbound,35
32642,6,224,2024-02-13 18:22:03,sale,-1
32643,9,60,2024-10-03 07:08:13,return,2
32644,7,57,2024-05-19 14:58:58,sale,-3
32645,3,276,2024-06-10 05:41:09,sale,-5
32646,10,101,2024-10-12 02:39:45,sale,-2
32647,12,254,2025-02-02 19:24:54,sale,-5
32648,6,236,2025-04-21 22:13:23,sale,-5
32649,10,208,2025-06-16 08:59:44,sale,-4
32650,9,291,2024-01-06 23:04:31,inbound,13
32651,3,261,2024-03-26 11:20:02,sale,-4
32652,1,65,2025-06-15 19:25:26,sale,-1
32653,4,120,2024-07-05 09:11:16,adjustment,-1
32654,10,67,2024-05-05 22:56:14,sale,-5
32655,2,43,2025-07-14 16:05:43,sale,-5
32656,8,293,2024-12-21 07:20:35,sale,-4
32657,7,297,2024-12-29 00:37:47,adjustment,-2
32658,5,198,2024-01-11 15:17:41,adjustment,-1
32659,10,225,2025-05-28 06:10:47,sale,-1
32660,4,280,2025-07-07 19:32:56,adjustment,-2
32661,8,270,2025-03-11 11:36:08,adjustment,1
32662,3,15,2025-06-11 12:15:59,adjustment,2
32663,9,195,2024-03-12 10:43:59,inbound,24
32664,7,203,2025-08-27 01:37:15,sale,-4
32665,3,52,2024-12-30 15:00:51,inbound,13
32666,3,91,2025-05-19 20:09:45,sale,-3
32667,10,3,2024-03-04 21:15:14,sale,-1
32668,7,291,2024-12-27 07:10:39,sale,-4
32669,11,193,2024-03-04 12:56:29,inbound,20
32670,4,294,2025-03-29 19:29:59,return,2
32671,12,287,2024-09-09 17:48:36,return,2
32672,5,267,2025-04-23 05:33:21,sale,-4
32673,1,69,2025-02-16 16:09:56,sale,-5
32674,9,150,2025-03-21 08:13:08,sale,-4
32675,5,46,2025-01-24 07:13:24,sale,-1
32676,5,124,2025-05-01 14:50:01,inbound,13
32677,1,108,2024-05-28 20:56:29,sale,-3
32678,6,183,2025-08-01 01:10:49,sale,-3
32679,3,111,2025-03-03 18:14:23,sale,-2
32680,8,196,2024-07-26 02:09:40,sale,-1
32681,3,59,2024-09-26 15:14:39,sale,-1
32682,10,92,2024-07-31 13:36:24,sale,-2
32683,5,110,2024-07-29 12:14:46,inbound,11
32684,3,169,2024-10-29 03:35:03,sale,-4
32685,4,107,2024-12-30 10:13:46,inbound,25
32686,1,74,2024-10-26 17:55:23,sale,-1
32687,2,242,2025-08-23 19:29:49,sale,-3
32688,1,129,2025-03-24 12:04:41,inbound,46
32689,12,11,2025-01-24 14:11:11,sale,-3
32690,3,93,2024-01-27 03:23:11,inbound,24
32691,6,126,2024-10-19 11:47:02,inbound,45
32692,11,17,2024-07-10 07:05:34,adjustment,0
32693,7,135,2025-03-02 09:43:37,sale,-4
32694,10,248,2025-02-07 00:00:50,adjustment,-1
32695,10,246,2024-03-04 21:37:45,sale,-2
32696,5,221,2025-03-31 21:44:55,sale,-4
32697,5,141,2024-11-10 12:08:04,adjustment,-1
32698,12,167,2024-04-25 20:14:42,sale,-3
32699,11,55,2024-12-28 09:06:07,inbound,28
32700,2,188,2024-07-21 00:23:32,sale,-5
32701,11,296,2024-04-07 03:55:00,sale,-2
32702,2,171,2024-02-13 09:18:04,return,1
32703,8,172,2025-05-11 02:59:05,sale,-2
32704,7,219,2024-09-27 03:07:10,inbound,36
32705,1,290,2024-10-25 17:28:45,inbound,48
32706,8,172,2024-07-10 21:44:14,sale,-3
32707,9,299,2024-05-15 11:01:17,sale,-2
32708,6,34,2025-08-01 03:44:31,sale,-3
32709,7,218,2024-09-06 20:23:03,inbound,9
32710,12,132,2025-04-30 01:10:29,adjustment,-3
32711,4,78,2024-12-13 23:52:02,inbound,13
32712,12,187,2025-06-05 00:33:38,inbound,50
32713,8,257,2024-07-18 21:51:31,return,2
32714,7,29,2024-07-08 06:23:43,sale,-5
32715,7,64,2025-01-11 13:42:39,sale,-4
32716,3,55,2025-05-15 22:52:19,sale,-2
32717,2,157,2025-06-14 20:25:57,adjustment,-2
32718,6,263,2024-11-13 13:40:15,inbound,41
32719,3,52,2024-12-05 23:30:41,sale,-5
32720,8,89,2024-01-26 21:29:10,sale,-1
32721,1,15,2024-02-27 10:53:44,sale,-3
32722,6,94,2025-05-22 17:01:35,inbound,16
32723,12,263,2024-09-26 19:42:16,sale,-1
32724,4,74,2024-10-28 20:36:05,sale,-2
32725,1,210,2025-08-23 14:05:02,sale,-4
32726,8,158,2025-03-25 09:15:25,inbound,11
32727,10,213,2024-11-10 19:53:37,return,3
32728,7,269,2024-05-10 07:55:43,sale,-1
32729,1,152,2025-02-17 10:17:07,sale,-2
32730,11,102,2024-02-09 01:59:02,sale,-4
32731,9,209,2024-10-03 22:01:48,sale,-5
32732,6,204,2025-04-02 21:19:19,sale,-3
32733,5,104,2024-02-02 09:46:31,adjustment,1
32734,7,252,2025-04-25 13:50:26,sale,-5
32735,6,286,2024-02-29 12:33:22,return,3
32736,5,224,2025-04-30 08:13:51,inbound,22
32737,5,285,2025-02-23 23:56:12,inbound,14
32738,2,79,2024-04-27 01:37:28,sale,-1
32739,6,217,2024-12-01 14:22:02,inbound,49
32740,12,86,2025-08-06 01:47:47,return,1
32741,10,15,2024-01-18 18:30:14,sale,-1
32742,3,138,2025-02-08 04:25:36,sale,-2
32743,4,7,2024-09-25 21:34:29,inbound,44
32744,11,275,2024-05-01 20:38:26,inbound,13
32745,11,10,2024-08-16 15:28:27,inbound,36
32746,11,242,2024-01-04 12:15:16,inbound,6
32747,11,100,2025-01-07 11:55:05,sale,-2
32748,3,200,2025-05-13 18:53:21,adjustment,3
32749,7,69,2024-10-14 17:22:14,sale,-2
32750,5,292,2025-08-21 00:35:59,sale,-2
32751,8,297,2024-08-30 23:31:25,inbound,13
32752,3,12,2024-05-23 23:52:04,inbound,46
32753,6,216,2025-07-20 15:21:57,adjustment,-3
32754,3,21,2024-01-02 05:31:46,sale,-4
32755,11,10,2024-03-24 15:11:42,inbound,16
32756,7,231,2025-06-21 13:56:12,sale,-1
32757,3,69,2024-04-04 21:09:23,inbound,45
32758,1,255,2024-05-06 23:27:13,sale,-5
32759,9,205,2024-02-25 00:24:57,inbound,41
32760,10,206,2025-05-23 02:52:18,sale,-5
32761,11,151,2025-04-07 13:44:37,inbound,5
32762,1,201,2024-06-30 22:16:44,sale,-1
32763,1,131,2024-12-21 15:20:09,sale,-2
32764,6,87,2025-06-16 05:13:02,inbound,50
32765,11,60,2024-10-21 17:46:56,inbound,49
32766,9,44,2024-04-24 17:28:21,inbound,11
32767,2,168,2025-03-09 18:55:57,adjustment,-2
32768,8,100,2024-12-26 08:16:15,inbound,31
32769,6,86,2024-10-08 07:44:18,inbound,20
32770,1,263,2024-10-06 07:10:39,sale,-5
32771,9,299,2025-07-10 14:45:30,sale,-4
32772,12,121,2025-08-13 07:39:08,sale,-2
32773,1,216,2024-01-15 06:02:51,sale,-4
32774,6,139,2024-10-06 16:08:16,sale,-5
32775,11,97,2025-02-13 22:15:38,sale,-5
32776,10,260,2024-09-02 15:53:06,sale,-1
32777,10,278,2024-02-04 15:43:00,sale,-2
32778,5,49,2025-03-13 21:49:39,return,2
32779,3,20,2025-07-26 08:19:58,sale,-1
32780,7,127,2025-05-13 20:39:29,inbound,29
32781,8,179,2025-05-11 19:17:07,sale,-3
32782,8,224,2024-07-14 17:59:45,inbound,25
32783,1,227,2025-08-28 03:15:11,inbound,14
32784,7,104,2025-06-10 17:03:24,adjustment,-1
32785,1,60,2025-01-11 08:21:43,sale,-1
32786,12,35,2024-08-05 03:32:44,return,1
32787,7,61,2025-02-17 16:31:27,sale,-2
32788,6,288,2024-07-19 19:20:49,sale,-5
32789,11,119,2025-03-29 05:25:47,adjustment,-3
32790,7,280,2025-05-14 01:39:57,sale,-1
32791,5,194,2025-01-03 15:12:07,sale,-3
32792,8,30,2024-07-09 13:52:33,adjustment,0
32793,6,169,2024-05-14 03:03:45,inbound,5
32794,11,142,2024-10-08 21:56:16,sale,-2
32795,3,215,2024-08-10 01:30:09,inbound,49
32796,6,112,2024-03-20 03:39:42,sale,-2
32797,8,253,2024-01-19 12:38:42,return,3
32798,8,14,2025-07-01 07:25:16,sale,-1
32799,7,14,2025-07-11 10:01:23,inbound,20
32800,2,109,2025-06-12 07:45:57,sale,-1
32801,3,1,2025-03-06 15:07:00,adjustment,0
32802,5,253,2024-07-02 12:31:30,sale,-3
32803,4,88,2024-09-14 17:41:51,adjustment,1
32804,4,213,2025-04-30 13:51:53,sale,-5
32805,12,186,2024-02-24 07:55:47,sale,-1
32806,4,26,2025-04-18 08:24:56,inbound,29
32807,3,57,2024-01-16 13:07:01,adjustment,-1
32808,4,253,2024-12-17 20:10:06,sale,-5
32809,6,270,2025-03-22 11:07:30,sale,-2
32810,9,150,2025-01-25 22:42:45,sale,-1
32811,12,173,2025-03-14 11:40:49,sale,-4
32812,1,168,2024-10-04 00:29:46,adjustment,-1
32813,6,157,2024-10-08 16:31:39,adjustment,0
32814,7,89,2024-07-05 00:19:22,inbound,23
32815,8,89,2024-12-26 09:15:05,return,1
32816,8,132,2024-04-06 17:50:28,sale,-1
32817,7,154,2025-04-14 03:49:32,inbound,21
32818,10,185,2024-07-15 03:37:13,sale,-3
32819,1,179,2025-01-08 04:40:38,sale,-2
32820,10,67,2024-12-04 09:13:02,inbound,43
32821,7,29,2024-02-13 13:21:38,sale,-5
32822,10,84,2025-03-19 03:57:52,sale,-2
32823,8,291,2025-03-15 14:56:10,sale,-3
32824,5,108,2024-03-02 02:37:26,inbound,45
32825,7,13,2025-03-29 17:14:25,sale,-3
32826,1,290,2024-11-05 02:05:20,sale,-2
32827,6,65,2024-03-31 13:12:12,adjustment,-1
32828,3,174,2024-06-22 23:59:56,sale,-5
32829,3,237,2024-01-23 22:51:24,inbound,8
32830,1,19,2024-03-19 22:36:19,adjustment,-1
32831,6,148,2025-06-23 01:52:44,sale,-4
32832,7,115,2024-03-25 13:17:17,sale,-5
32833,5,80,2024-11-26 16:40:24,inbound,6
32834,1,27,2025-06-27 03:14:03,sale,-4
32835,9,227,2025-02-24 17:52:07,adjustment,-1
32836,10,273,2025-05-09 00:45:50,inbound,29
32837,3,105,2024-08-25 13:24:53,adjustment,0
32838,4,104,2025-07-25 09:12:22,return,2
32839,6,257,2024-05-26 00:51:58,sale,-4
32840,1,29,2025-07-30 04:01:13,inbound,36
32841,9,116,2024-03-09 16:48:08,inbound,25
32842,7,123,2024-09-06 22:06:47,inbound,40
32843,5,158,2024-05-25 01:15:09,sale,-1
32844,4,83,2025-02-27 08:09:04,inbound,42
32845,4,141,2024-09-11 18:59:40,sale,-2
32846,6,85,2024-08-20 14:57:33,sale,-4
32847,8,31,2024-03-16 08:04:06,inbound,18
32848,11,236,2024-10-10 05:47:44,sale,-5
32849,2,231,2024-11-12 19:42:45,inbound,13
32850,9,140,2025-04-24 01:26:01,inbound,40
32851,9,116,2024-09-11 02:40:32,return,2
32852,10,299,2024-11-15 15:49:30,sale,-4
32853,2,267,2024-12-31 05:41:07,inbound,29
32854,8,143,2024-03-09 13:04:07,sale,-3
32855,10,147,2025-02-01 12:29:44,sale,-4
32856,3,74,2025-01-15 17:14:12,inbound,49
32857,11,296,2025-05-25 07:17:44,return,2
32858,12,298,2024-04-04 03:54:00,adjustment,1
32859,5,94,2024-07-27 17:56:43,inbound,45
32860,7,238,2024-11-16 21:06:07,sale,-3
32861,12,226,2025-03-03 07:53:56,return,2
32862,12,257,2025-08-27 21:14:15,return,1
32863,2,196,2025-06-17 04:35:49,inbound,25
32864,12,1,2024-01-20 04:25:36,return,3
32865,9,40,2024-10-05 05:33:12,adjustment,2
32866,5,43,2024-05-25 16:26:37,sale,-2
32867,4,202,2025-08-02 16:39:10,inbound,50
32868,3,75,2025-07-31 20:26:58,sale,-3
32869,12,287,2024-06-03 14:58:58,return,1
32870,3,290,2024-02-27 14:47:11,inbound,45
32871,9,181,2024-03-15 18:20:22,adjustment,-3
32872,9,196,2024-11-27 19:27:19,inbound,48
32873,3,106,2025-01-11 23:17:27,sale,-1
32874,11,96,2024-10-11 04:04:17,return,2
32875,11,83,2025-01-05 15:42:00,sale,-2
32876,11,81,2025-03-03 06:48:06,sale,-4
32877,12,27,2024-08-21 23:42:33,sale,-2
32878,3,113,2024-02-11 17:57:25,sale,-4
32879,2,107,2024-02-23 15:40:06,inbound,16
32880,7,185,2024-01-14 08:06:08,sale,-1
32881,8,80,2025-06-23 15:02:08,sale,-5
32882,5,218,2025-06-12 03:47:42,inbound,49
32883,3,259,2024-12-16 17:00:46,inbound,23
32884,10,265,2024-01-12 21:11:00,sale,-1
32885,7,104,2024-08-08 21:25:05,inbound,32
32886,6,106,2024-05-29 02:55:10,sale,-4
32887,10,169,2024-05-17 19:08:41,inbound,42
32888,10,42,2024-10-19 02:57:45,sale,-5
32889,9,252,2024-02-18 10:46:02,sale,-4
32890,9,293,2025-07-11 13:56:11,inbound,42
32891,1,79,2024-04-21 17:59:13,return,3
32892,6,260,2025-04-13 12:35:47,return,1
32893,3,253,2025-04-26 18:40:24,inbound,26
32894,3,41,2024-07-30 10:48:43,inbound,6
32895,3,1,2024-08-12 15:48:09,sale,-3
32896,6,91,2025-06-18 10:47:51,return,2
32897,4,275,2024-05-23 06:50:59,sale,-3
32898,4,182,2024-07-30 21:36:42,inbound,33
32899,2,70,2024-11-15 01:37:24,return,2
32900,5,164,2024-06-21 09:56:37,sale,-4
32901,11,146,2024-06-10 15:04:44,return,3
32902,1,41,2024-02-13 10:55:28,inbound,46
32903,12,95,2025-03-24 16:58:49,inbound,18
32904,8,59,2025-03-04 16:39:52,sale,-2
32905,7,40,2025-02-09 20:19:55,adjustment,3
32906,7,201,2025-06-09 01:18:30,sale,-1
32907,1,29,2024-02-13 17:37:26,return,1
32908,12,198,2025-06-17 00:32:04,inbound,33
32909,10,147,2024-10-23 11:14:29,sale,-3
32910,8,146,2024-11-28 02:20:13,sale,-3
32911,4,180,2024-12-21 07:09:07,return,3
32912,12,210,2024-06-09 17:51:02,sale,-1
32913,12,71,2025-05-20 11:51:53,inbound,30
32914,10,297,2024-05-20 22:24:40,adjustment,1
32915,1,75,2025-06-17 00:08:43,sale,-3
32916,2,270,2024-05-08 06:06:49,sale,-3
32917,12,103,2024-03-26 04:35:34,inbound,27
32918,11,173,2024-09-17 08:19:40,sale,-4
32919,11,285,2024-01-02 16:37:29,return,2
32920,5,145,2025-02-16 00:55:13,adjustment,-2
32921,9,37,2024-11-02 03:42:41,return,1
32922,4,73,2025-04-20 15:21:35,return,1
32923,1,97,2024-05-05 06:20:45,adjustment,2
32924,3,107,2024-11-25 18:33:57,sale,-1
32925,2,117,2025-02-06 12:45:59,inbound,22
32926,7,263,2024-01-09 21:51:23,inbound,12
32927,10,17,2025-06-11 05:01:36,sale,-3
32928,10,110,2024-12-25 05:14:30,sale,-5
32929,4,269,2024-11-06 11:06:44,return,3
32930,9,16,2024-10-28 15:45:49,inbound,50
32931,10,188,2024-03-12 12:02:44,inbound,32
32932,8,178,2025-05-22 01:27:38,adjustment,0
32933,2,147,2025-06-25 19:55:24,sale,-3
32934,9,147,2024-03-17 20:06:36,sale,-3
32935,6,146,2024-12-04 08:16:21,sale,-3
32936,7,267,2025-07-19 01:29:12,sale,-3
32937,4,214,2024-07-26 08:47:49,adjustment,1
32938,6,237,2024-10-30 22:10:18,inbound,18
32939,5,13,2024-05-05 09:20:36,inbound,49
32940,4,121,2025-03-24 10:45:13,inbound,43
32941,5,300,2024-06-29 07:09:27,sale,-4
32942,3,292,2024-07-21 03:48:53,inbound,20
32943,11,282,2024-10-22 19:27:10,return,3
32944,5,291,2024-07-05 04:10:56,inbound,24
32945,2,299,2024-09-11 08:50:13,sale,-3
32946,1,23,2024-09-08 05:39:31,sale,-4
32947,3,6,2024-03-18 18:34:19,inbound,48
32948,1,246,2024-06-26 06:24:51,sale,-4
32949,5,201,2025-02-26 03:17:18,inbound,14
32950,6,84,2025-08-07 14:11:41,inbound,17
32951,1,120,2024-12-10 23:16:22,inbound,12
32952,12,94,2024-11-10 19:49:19,inbound,6
32953,4,88,2025-08-26 07:51:59,sale,-1
32954,4,170,2025-06-04 22:42:41,return,2
32955,12,42,2024-04-03 04:15:58,sale,-4
32956,11,18,2024-10-22 18:13:23,sale,-4
32957,7,48,2025-06-29 03:45:32,adjustment,1
32958,10,175,2025-08-29 15:16:01,sale,-1
32959,10,254,2025-02-13 15:16:36,inbound,18
32960,6,166,2024-01-09 13:47:56,sale,-2
32961,1,46,2025-05-28 11:47:11,sale,-4
32962,11,246,2025-03-21 19:23:39,return,3
32963,10,94,2025-05-20 11:45:21,inbound,16
32964,2,129,2025-05-27 13:27:01,sale,-2
